production_budget,worldwide_gross,title_year,aspect_ratio,duration.1,cast_total_facebook_likes,budget,imdb_score,opening_gross,screens
14000000,14395874,1999,1.85,117,1148,12000000,6.9,1633183,270
14000000,16951798,2001,1.85,85,3050,11000000,4.4,6649006,1878
14000000,13205411,2007,1.85,94,13446,53172536.85,5.5,5674802,1776
14000000,12452601,2015,1.85,99,4702,14000000,5.1,5963324,2880
14000000,20597806,2006,2.35,112,13528,14000000,7,69039,2
14000000,10397365,2001,2.35,86,2165,14000000,5.4,4804595,2338
14000000,11166615,2012,2.35,86,3715,14000000,5.4,4101017,3014
14000000,14121177,2006,2.35,137,15337,26000000,7.6,97953,5
14000000,12591270,2000,2.35,90,12776,24000000,5.9,2321729,1525
14000000,4741987,1999,1.85,107,10368,14000000,6.6,78709,7
14000000,5782198,2006,2.35,98,678,14000000,6.7,2026997,1306
14000000,25187026,2014,2.35,150,390,8200000,6.8,109000,5
14000000,4288246,2001,1.85,84,417,14000000,3.9,1140698,601
14000000,20537741,2008,2.35,97,16431,53172536.85,6.7,143038,10
14000000,1755212,2010,1.85,90,4377,14000000,7.7,224233,45
14000000,274299,2002,1.85,132,1429,103000000,7.3,16284,5
14000000,266967,2008,1.85,115,2243,15000000,7,183088,425
14000000,623292,2011,1.85,186,14638,14000000,6.5,7525,2
13900000,177012173,2005,1.85,134,39789,14000000,7.7,547425,5
13500000,29027914,2002,1.85,107,2447,13500000,7.4,211279,6
13500000,33035736,2012,2.35,110,4757,15000000,7.2,4174915,1480
13500000,11732088,2000,1.85,124,14726,13500000,7.4,249383,9
13500000,93631744,2004,1.85,178,2334,13500000,8.3,18195,1
13500000,892506,2001,1.85,105,1767,53172536.85,6,112041,16
13400000,164247,2010,1.78,100,2895,13400000,3.6,101921,58
13300000,7229933,2013,1.85,108,19086,53172536.85,6.3,133154,4
13200000,54323210,2014,2.35,84,2297,13200000,5.6,24250283,2175
13000000,331266710,2010,2.35,108,38072,13000000,8,1443809,18
13000000,122244329,2001,1.85,112,1307,13000000,6.1,27526443,2230
13000000,99034125,2011,1.85,115,714,13000000,1.6,29514054,3105
13000000,73523705,2016,1.85,109,7833,13000000,6.8,14812393,3047
13000000,62452927,2000,1.85,89,2241,13000000,4.9,14331819,2664
13000000,71169412,2016,2.35,86,971,17000000,6.8,16800868,2962
13000000,50445860,2014,2.35,100,2800,12500000,6.1,27838201,2253
13000000,73180297,2000,1.37,83,6454,13000000,5.5,13845914,2087
13000000,54837234,2014,1.85,102,20330,13000000,7.3,109878,4
13000000,42174545,2014,1.85,91,1921,13000000,5.8,8250000,3230
13000000,60414025,1999,1.85,97,37907,16000000,7.2,8330681,2271
13000000,28972187,2002,1.85,92,12687,13000000,5.9,9007833,2687
13000000,27151490,1999,1.85,97,2936,18000000,2.5,5613587,1689
13000000,27066941,1998,1.85,91,3353,13000000,6.1,10809424,2149
13000000,26570048,1996,1.85,100,2486,13000000,5.9,9580000,1826
13000000,42195766,2013,2.35,93,2730,13000000,5.9,8754168,2771
13000000,37065887,2015,2.35,108,430,15000000,7.7,5349500,1255
13000000,32382381,1999,1.85,112,1171,13000000,7.8,637721,25
13000000,22391450,2001,1.85,90,2815,6000000,6.1,7720942,1297
13000000,18733666,2013,2.35,107,3004,13000000,5.7,6154984,2160
13000000,33069303,2012,1.85,102,13631,13000000,8,228359,4
13000000,16757163,1998,1.85,121,6910,13000000,5.8,6611532,1859
13000000,36226429,2015,2.35,118,2499,13000000,8.3,1335563,862
13000000,67867998,2006,2.35,141,751,19000000,7.9,122548,5
13000000,11141213,2006,2.35,104,27806,13000000,6.3,4454319,2155
13000000,10020081,1998,1.85,82,1805,13000000,6.4,3634236,1776
13000000,8064972,1998,2.15646168,84,3352,13000000,3.8,2517263,625
13000000,6276869,1999,1.85,94,31005,13000000,6.1,2210267,1522
13000000,5871603,1999,1.85,99,6485,13000000,6,2408613,1219
13000000,5002310,2001,2.35,84,18864,13000000,5.6,2038349,1605
13000000,8130727,2001,2.35,93,1775,13000000,6.1,2370809,1000
13000000,4857374,2006,1.85,120,13208,13000000,7.3,39242,2
13000000,3260555,2007,2.35,112,2417,13000000,6.8,1667659,1605
13000000,11831131,2009,1.85,96,14372,11000000,6.3,900688,350
13000000,3058380,2000,2.35,112,2389,100000000,7.3,31702,1
13000000,23014027,2009,1.85,102,931,13000000,6.6,112520,6
13000000,12986189,2015,1.85,91,7875,8495000,4.5,321464,427
13000000,2898225,2006,1.85,125,37606,13000000,7.1,608804,439
13000000,2613717,2006,1.85,118,3474,13000000,7.1,452966,179
13000000,6459183,2011,2.35,88,2011,13000000,6.6,137580,8
13000000,1375635,2000,2.35,115,17104,20000000,6.5,94082,23
13000000,509193,2011,2.35,127,796,13000000,4.3,9479,2
13000000,3617277,2010,2.35,109,1813,13000000,6.1,19248,4
12800000,69821476,2013,1.85,94,2812,13000000,6.7,17118745,2507
12700000,39730644,2016,2.15646168,115,14133,12620000,6.8,31662,1
12500000,33436931,2002,2.35,90,1483,13000000,5.4,9537123,2525
12500000,46370970,2010,1.85,105,26233,10500000,6.7,14102888,2670
12500000,23367586,2002,2.35,117,20456,12500000,7.3,210013,15
12500000,16193713,2002,1.85,109,14347,12500000,6.9,3846780,809
12500000,26735797,2009,2.35,101,3142,16000000,5.1,5059802,2665
12500000,44083403,2008,1.85,94,156,12500000,7.8,253085,17
12500000,11277119,2007,1.85,106,34351,12000000,7.4,90418,7
12500000,4360548,2009,1.85,90,2661,15000000,6.4,94936,4
12500000,45557491,2000,2.35,140,2894,12800000,8,91612,3
12500000,2272186,2010,2.35,108,18739,15000000,6.2,34528,7
12500000,1612957,1997,2.35,132,2004,16000000,6.7,137163,7
12500000,1412799,1996,1.85,99,3337,12500000,6.6,41768,2
12500000,69826708,2004,2.35,148,1730,12800000,8.1,363439,29
12500000,3931367,2009,2.35,118,4270,12500000,7,207329,218
12500000,9376444,2012,1.85,80,6829,9600000,7.9,13078,1
12000000,307166834,2014,1.85,133,10565,12000000,7.8,48002523,3173
12000000,234723148,1999,1.85,95,8134,11000000,7,18709680,2508
12000000,113373764,2012,2.35,122,5165,12000000,6.6,33000000,2015
12000000,100919111,2014,2.35,99,663,12000000,5.8,22522221,2417
12000000,77063461,2002,1.85,102,2754,12000000,6.3,20627433,1605
12000000,82497035,2012,2.35,110,146,12000000,6.5,10121,12
12000000,110989157,2006,2.35,104,21380,12000000,6.5,20659573,2
12000000,123681790,2012,1.85,89,2054,12000000,7.1,22004098,2907
12000000,63118386,1996,1.85,81,17035,12000000,6.8,20114233,2190
12000000,103028188,2012,1.85,93,2043,12000000,6.7,21051363,3055
12000000,43353117,2008,1.85,102,4065,12000000,6.6,14908404,2510
12000000,98963392,2013,1.85,98,2376,12000000,7.6,128435,4
12000000,85512300,2015,2.35,109,2753,12000000,6.4,12650140,3031
12000000,41924774,2008,1.85,89,140268,12000000,6,14211321,2461
12000000,52223306,2002,1.85,96,52138,12000000,6.8,321515,7
12000000,57577765,2008,2.35,92,18765,12000000,5.4,12425776,2436
12000000,31286759,2004,2.35,97,5006,12000000,4.3,9375307,1317
12000000,31222395,2001,1.85,93,6105,12000000,6.2,9779850,1266
12000000,43924923,2006,1.78,93,28767,12000000,7,12896635,2515
12000000,56131239,2002,1.85,123,7072,12000000,7.4,205996,5
12000000,32700439,2012,1.85,93,52,12000000,5.9,7138266,2730
12000000,22921898,1998,2.35,121,14890,12000000,7.4,8459126,2176
12000000,32248241,2015,2.35,106,1819,12000000,6.4,8500000,2893
12000000,21867665,2010,2.35,100,3906,53172536.85,5.8,8284989,1831
12000000,21133087,1999,1.85,99,1254,12000000,7,5811664,1888
12000000,28915761,2005,2.35,118,2944,9000000,6.9,211559,9
12000000,24761360,2013,2.35,115,3798,12000000,7.8,1552426,968
12000000,17322212,2004,1.85,86,3646,53172536.85,4.5,7548819,1447
12000000,17292381,2001,1.85,91,4551,12000000,5.3,5377958,2014
12000000,22750356,2011,1.85,94,10575,12000000,6.3,310263,8
12000000,89177486,2013,2.35,123,1595,12000000,7.8,1076250,175
12000000,12905901,1998,2.35,100,3250,12000000,6.6,4319745,1086
12000000,17475475,2008,1.85,113,12274,53172536.85,6.7,293369,9
12000000,43281552,2003,2.35,100,34700,53172536.85,7,89472,7
12000000,92863945,2004,2.35,119,1244,100000000,7.6,397472,15
12000000,12516222,2002,1.85,93,2393,12000000,5.4,4127903,1801
12000000,8138000,2008,2.35,109,1141,12000000,7,3445559,687
12000000,35830713,2012,1.85,107,2440,12000000,6.6,2002165,197
12000000,6982680,2000,1.85,81,3848,10000000,5.7,3342085,1759
12000000,8706701,2006,2.35,122,1291,12000000,6.2,226108,8
12000000,5549923,2006,1.85,86,3535,12000000,6.3,372012,23
12000000,6200000,1998,1.66,113,943,12000000,6.3,1588013,493
12000000,4922166,2003,1.85,90,1445,12000000,2.1,2715848,2001
12000000,23693646,2003,1.85,113,1171,12000000,5.3,97625,6
12000000,5295909,2007,1.85,97,22577,12000000,7,1836256,1122
12000000,16349034,2008,2.35,110,1540,12000000,7.1,117591,7
12000000,2326407,2001,2.35,109,7166,12000000,7,99528,7
12000000,2062406,1999,2.35,101,2543,12000000,7.1,1040727,1040
12000000,1779284,2002,1.85,104,1292,12000000,7.1,55000,9
12000000,12079308,2013,2.35,99,5074,12000000,6.8,160547,7
12000000,1506998,2007,1.85,91,141,12000000,6.3,55851,9
12000000,19287485,2004,2.35,129,2378,12000000,7.5,113074,4
12000000,994790,2005,1.85,100,1579,12000000,7.3,105422,42
12000000,1200346,2012,2.35,103,3878,53172536.85,5.1,39962,4
12000000,557545,2009,1.85,111,1554,12000000,6.8,27497,5
12000000,450594,2000,1.85,114,2126,10000000,7.2,60029,11
12000000,378650,2002,2.35,86,1373,12000000,6.4,75180,16
12000000,7203439,2007,2.35,90,2073,8000000,6.4,20220,8
12000000,220175,1997,1.85,107,3099,12000000,6,43380,10
12000000,1513388,2007,2.35,120,1952,12000000,7.5,118086,90
12000000,178287,1999,1.85,110,17417,12000000,4.6,42326,7
12000000,6553186,2014,2.35,114,679,53172536.85,7.2,10230,17
12000000,87793,2011,2.35,113,708,20000000,5.6,6254,2
12000000,14616,2015,1.85,111,2059,12000000,7.5,2451,10
11500000,99721162,2016,2.35,109,24063,11500000,6,11111875,2912
11000000,129262388,2010,2.35,116,23811,25000000,7.9,12135468,2503
11000000,274392880,2008,1.85,112,3507,11000000,4.5,42030184,3623
11000000,85278712,2006,1.85,92,1853,53172536.85,7.1,29002002,3059
11000000,78356170,2014,2.35,107,20466,11000000,6.8,15679190,2907
11000000,97837138,2002,2.35,81,2562,13000000,7.1,15021088,2481
11000000,46060915,2002,2.35,101,2436,11000000,7.4,12177488,2411
11000000,62076141,2015,1.85,111,995,11000000,7.5,187281,5
11000000,75803716,1999,1.85,97,6223,10500000,6.9,13020565,2312
11000000,39984023,2008,2.35,110,3376,11000000,7.3,10527799,1591
11000000,56758138,2015,2.35,109,17866,11000000,7.3,2091551,258
11000000,69752402,2009,1.85,92,3101,11000000,6,14118444,3036
11000000,25116103,2001,1.85,86,3850,11000000,4.6,9023173,2062
11000000,56178935,2012,2.35,98,1114,11000000,6.8,47122,2
11000000,14786394,2001,1.85,89,4291,11000000,6.3,4531665,2011
11000000,13719474,2000,1.85,84,10982,11000000,5.1,5426390,2022
11000000,13558739,2001,1.85,95,2729,11000000,5.3,6406076,2617
11000000,32943247,2013,1.85,104,4082,11000000,7.4,405411,4
11000000,19947280,2001,1.85,100,12237,11000000,7.3,4208655,1497
11000000,13000959,2004,2.35,118,17490,11000000,7.1,169038,5
11000000,4814244,2002,1.85,86,2415,11000000,5.3,2785283,1893
11000000,4234355,2003,1.85,125,1281,17000000,7.7,98363,14
11000000,13353855,2004,1.85,125,3133,11000000,7.7,13207,2
11000000,24150550,2002,1.85,94,1559,11000000,5.4,613485,62
11000000,3231251,2005,2.35,105,28004,53172536.85,6.3,11630,2
11000000,355968,2006,2.35,104,150,11000000,6.8,70460,26
10800000,2862544,2006,2.35,118,378,15000000,6.4,28298,6
10600000,261364,2013,2.35,98,2271,7000000,5.5,4608,3
10500000,14140402,2007,2.35,97,20312,10000000,6.5,4712341,2155
10100000,18726300,2010,2.15646168,144,1121,53172536.85,5.3,642156,82
10100000,1066555,2007,1.85,111,1526,11000000,5.8,635000,857
